Time(us),Amplitude
4.455566406250000434e-04,-2.125285555555555620e+05
4.467773437500000173e-04,-2.128844444444444380e+05
4.479980468749999913e-04,-2.125082222222222190e+05
4.492187499999999653e-04,-2.128682222222222190e+05
4.504394531250000477e-04,-2.125990000000000000e+05
4.516601562500000217e-04,-2.125781111111111240e+05
4.528808593749999957e-04,-2.125362222222222190e+05
4.541015624999999696e-04,-2.128975555555555620e+05
4.553222656250000520e-04,-2.126431111111111240e+05
4.565429687500000260e-04,-2.128414444444444380e+05
4.577636718750000000e-04,-2.121714444444444380e+05
4.589843749999999740e-04,-2.127111111111111240e+05
4.602050781250000022e-04,-2.128207777777777810e+05
4.614257812500000304e-04,-2.125161111111111240e+05
4.626464843750000043e-04,-2.125236666666666570e+05
4.638671874999999783e-04,-2.132838888888888760e+05
4.650878906250000065e-04,-2.126525555555555620e+05
4.663085937499999805e-04,-2.129725555555555620e+05
4.675292968749999545e-04,-2.124960000000000000e+05
4.687500000000000369e-04,-2.127975555555555620e+05
4.699707031250000651e-04,-2.126521111111111240e+05
4.711914062500000390e-04,-2.125430000000000000e+05
4.724121093750000130e-04,-2.129846666666666570e+05
4.736328125000000412e-04,-2.126831111111111240e+05
4.748535156250000152e-04,-2.126660000000000000e+05
4.760742187499999892e-04,-2.121565555555555620e+05
4.772949218749999631e-04,-2.120413333333333430e+05
4.785156249999999913e-04,-2.129048888888888760e+05
4.797363281250000737e-04,-2.129497777777777810e+05
4.809570312500000477e-04,-2.120478888888888760e+05
4.821777343750000217e-04,-2.125016666666666570e+05
4.833984375000000499e-04,-2.123508888888888760e+05
4.846191406250000239e-04,-2.127650000000000000e+05
4.858398437499999978e-04,-2.120461111111111240e+05
4.870605468749999718e-04,-2.121481111111111240e+05
4.882812500000000000e-04,-2.125863333333333430e+05
4.895019531249999740e-04,-2.127428888888888760e+05
4.907226562500000564e-04,-2.127382222222222190e+05
4.919433593750000304e-04,-2.124256666666666570e+05
4.931640625000000043e-04,-2.126114444444444380e+05
4.943847656249999783e-04,-2.124805555555555620e+05
4.956054687500000607e-04,-2.126788888888888760e+05
4.968261718750000347e-04,-2.129284444444444380e+05
4.980468750000000087e-04,-2.122150000000000000e+05
4.992675781249999827e-04,-2.123373333333333430e+05
5.004882812499999566e-04,-2.127233333333333430e+05
5.017089843750000390e-04,-2.125650000000000000e+05
5.029296875000000130e-04,-2.127551111111111240e+05
5.041503906249999870e-04,-2.128320000000000000e+05
5.053710937500000694e-04,-2.125010000000000000e+05
5.065917968750000434e-04,-2.128693333333333430e+05
5.078125000000000173e-04,-2.129533333333333430e+05
5.090332031249999913e-04,-2.121433333333333430e+05
5.102539062499999653e-04,-2.128732222222222190e+05
5.114746093749999393e-04,-2.123702222222222190e+05
5.126953125000000217e-04,-2.122644444444444380e+05
5.139160156249999957e-04,-2.131242222222222190e+05
5.151367187500000781e-04,-2.128840000000000000e+05
5.163574218750000520e-04,-2.126131111111111240e+05
5.175781250000000260e-04,-2.124861111111111240e+05
5.187988281250000000e-04,-2.121600000000000000e+05
