Time(us),Differential_Amplitude
6.262207031249999870e-04,7.100000000000000000e+02
6.274414062499999610e-04,-2.718888888888889142e+02
6.286621093749999349e-04,2.537777777777777715e+02
6.298828125000000173e-04,-2.367777777777777715e+02
6.311035156250000997e-04,3.086666666666666856e+02
6.323242187500000737e-04,3.512222222222222285e+02
6.335449218750000477e-04,6.644444444444444287e+01
6.347656250000000217e-04,3.744444444444444571e+02
6.359863281249999957e-04,3.733333333333333570e+01
6.372070312499999696e-04,1.966666666666666785e+01
6.384277343749999436e-04,-1.290000000000000000e+02
6.396484375000000260e-04,2.707777777777777715e+02
6.408691406250000000e-04,-4.818888888888889142e+02
6.420898437500000824e-04,5.648888888888889142e+02
6.433105468750000564e-04,-3.313333333333333144e+02
6.445312500000000304e-04,-2.864444444444444571e+02
6.457519531250000043e-04,-2.217777777777777715e+02
6.469726562499999783e-04,-2.508888888888888857e+02
6.481933593749999523e-04,-2.018888888888888857e+02
6.494140625000000347e-04,1.277777777777777715e+02
6.506347656250000087e-04,-5.351111111111110858e+02
6.518554687499999827e-04,-1.638888888888888857e+02
6.530761718750000651e-04,3.843333333333333144e+02
6.542968750000000390e-04,-5.944444444444444571e+02
6.555175781250000130e-04,1.740000000000000000e+02
6.567382812499999870e-04,3.200000000000000000e+01
6.579589843749999610e-04,-3.502222222222222285e+02
6.591796875000000434e-04,5.108888888888889142e+02
6.604003906250000173e-04,-9.455555555555555713e+01
6.616210937499999913e-04,1.655555555555555713e+01
6.628417968750000737e-04,2.724444444444444571e+02
6.640625000000000477e-04,3.480000000000000000e+02
6.652832031250000217e-04,-2.801111111111110858e+02
6.665039062499999957e-04,-7.255555555555555713e+01
6.677246093749999696e-04,1.243333333333333286e+02
6.689453125000000520e-04,-1.835555555555555429e+02
6.701660156250000260e-04,5.033333333333333144e+02
6.713867187500000000e-04,-4.691111111111110858e+02
6.726074218749999740e-04,4.801111111111110858e+02
6.738281250000000564e-04,-4.140000000000000000e+02
6.750488281250000304e-04,-2.911111111111110858e+02
6.762695312500000043e-04,4.148888888888889142e+02
6.774902343749999783e-04,1.331111111111111143e+02
